asin,price_mean,price_max,price_min,bsr_mean,bsr_max,bsr_min,score_mean,score_max,score_min,url,upload_date
B0861YBQ8R,15.99,15.99,15.99,1223520.1666666667,1328407,1117309,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861YBQ8R.jpg,2020-03-17
B085WSQJ8S,14.95,14.95,14.95,1223908.0,1303013,1137421,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WSQJ8S.jpg,2020-03-13
B085X3DW9M,19.99,19.99,19.99,1226144.1666666665,1331455,1120031,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085X3DW9M.jpg,2020-03-14
B0867ZTX3C,13.95,13.95,13.95,1226728.25,1295636,1136947,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867ZTX3C.jpg,2020-03-21
B085YNSMWV,16.99,16.99,16.99,1228755.5,1393024,1047092,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YNSMWV.jpg,2020-03-16
B085YKFB9Z,16.95,16.95,16.95,1228891.375,1322273,1109619,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YKFB9Z.jpg,2020-03-16
B0865VBTJC,19.99,19.99,19.99,1231988.2857142857,1382309,1071414,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865VBTJC.jpg,2020-03-20
B085XYSLF8,14.99,14.99,14.99,1233210.125,1299216,1146980,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XYSLF8.jpg,2020-03-15
B085V5KRS3,17.99,17.99,17.99,1234928.0,1316633,1153215,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V5KRS3.jpg,2020-03-12
B0864WFLBX,18.49,18.49,18.49,1238796.0,1278822,1190349,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864WFLBX.jpg,2020-03-19
B085XWXSSL,14.99,14.99,14.99,1238968.5714285714,1326548,1136858,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XWXSSL.jpg,2020-03-15
B085SVQTL3,14.99,14.99,14.99,1239549.6,1323342,1155508,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SVQTL3.jpg,2020-03-11
B085TK4BZZ,19.95,19.95,19.95,1239609.3333333333,1348390,1131202,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TK4BZZ.jpg,2020-03-12
B085V1LQD5,18.49,18.49,18.49,1243676.8333333335,1334573,1169858,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V1LQD5.jpg,2020-03-12
B085XJ8XZK,18.95,18.95,18.95,1244385.875,1340298,1127747,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XJ8XZK.jpg,2020-03-14
B0866PJX61,23.99,23.99,23.99,1245837.375,1379350,1092538,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866PJX61.jpg,2020-03-20
B085TSJQXK,14.99,14.99,14.99,1247140.0,1333708,1164694,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TSJQXK.jpg,2020-03-12
B0861ZW56J,14.49,14.49,14.49,1248067.25,1406810,1064666,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861ZW56J.jpg,2020-03-17
B086D812Z3,13.95,13.95,13.95,1248759.6666666667,1428469,1072945,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086D812Z3.jpg,2020-03-25
B0864FV42K,15.99,15.99,15.99,1250003.375,1415780,1066039,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864FV42K.jpg,2020-03-19
B085Z35M8W,16.99,16.99,16.99,1250028.75,1409477,1066957,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z35M8W.jpg,2020-03-16
B08623KB7S,18.99,18.99,18.99,1252431.3333333333,1332390,1165634,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08623KB7S.jpg,2020-03-17
B085Y2X2ZB,16.99,16.99,16.99,1257081.857142857,1430255,1084924,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y2X2ZB.jpg,2020-03-15
B0869C3BXY,13.3,13.3,13.3,1257327.2,1407319,1122323,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869C3BXY.jpg,2020-03-23
B0862449N4,15.99,15.99,15.99,1259560.1666666667,1342985,1171669,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862449N4.jpg,2020-03-17
B085Y2HJ8K,13.99,13.99,13.99,1260619.5,1431302,1075192,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y2HJ8K.jpg,2020-03-15
B0869DK8KZ,18.28333333333333,18.95,15.95,1262971.3333333333,1325250,1185716,3.5555555555555554,4.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DK8KZ.jpg,2020-03-23
B085QXF31V,19.99,19.99,19.99,1263266.5,1334005,1169251,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085QXF31V.jpg,2020-03-10
B086818Y43,17.9,17.9,17.9,1263902.375,1425713,1076921,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086818Y43.jpg,2020-03-21
B08697C8SP,13.99,13.99,13.99,1264172.7777777778,1405535,1118056,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08697C8SP.jpg,2020-03-23
B0864HXDSN,18.49,18.49,18.49,1264393.5,1365954,1157785,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864HXDSN.jpg,2020-03-19
B085S9FSQ4,18.99,18.99,18.99,1270989.75,1317844,1222445,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085S9FSQ4.jpg,2020-03-11
B085WNYPYF,16.9,16.9,16.9,1270999.4,1338855,1204108,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WNYPYF.jpg,2020-03-13
B085SNY7X5,13.3,13.3,13.3,1271963.4,1355145,1189203,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SNY7X5.jpg,2020-03-11
B086DJDNHV,16.06111111111111,19.95,14.95,1272981.5555555555,1451046,1106816,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086DJDNHV.jpg,2020-03-25
B086D2FZLK,19.99,19.99,19.99,1279024.3333333335,1358243,1192213,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086D2FZLK.jpg,2020-03-25
B085WTF1BK,17.99,17.99,17.99,1279174.1666666665,1380933,1171866,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WTF1BK.jpg,2020-03-13
B085XWZRMV,18.99,18.99,18.99,1283330.75,1407739,1131162,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XWZRMV.jpg,2020-03-15
B085YJ6JP5,18.99,18.99,18.99,1283629.25,1372633,1168185,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YJ6JP5.jpg,2020-03-16
B0869BYXRN,17.95,17.95,17.95,1285211.5555555555,1469739,1104485,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869BYXRN.jpg,2020-03-23
B0861XP8Q1,13.99,13.99,13.99,1286103.375,1311444,1248137,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861XP8Q1.jpg,2020-03-17
B085Y3CVWK,19.99,19.99,19.99,1289229.0,1370706,1201300,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y3CVWK.jpg,2020-03-16
B0866G2FRX,19.99,19.99,19.99,1289546.375,1313232,1252925,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866G2FRX.jpg,2020-03-20
B085S6BS95,19.99,19.99,19.99,1294442.6,1357595,1227668,5.0,5.0,5.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085S6BS95.jpg,2020-03-11
B085YX6939,16.99,16.99,16.99,1294530.25,1462485,1106290,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YX6939.jpg,2020-03-16
B085XKDH34,16.99,16.99,16.99,1296236.25,1467306,1110488,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XKDH34.jpg,2020-03-15
B085XWSDFN,17.99,17.99,17.99,1296975.8333333333,1379146,1209131,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XWSDFN.jpg,2020-03-15
B085XJH1XM,17.99,17.99,17.99,1298399.625,1350538,1226196,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XJH1XM.jpg,2020-03-14
B085YVJGP7,14.95,14.95,14.95,1299330.625,1468336,1111557,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YVJGP7.jpg,2020-03-16
B085T69VWG,14.95,14.95,14.95,1302046.6666666665,1404309,1192994,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T69VWG.jpg,2020-03-11
B0861ZWPC6,21.99,21.99,21.99,1302377.5,1433897,1148932,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861ZWPC6.jpg,2020-03-17
B0869BNRDB,19.99,19.99,19.99,1303123.4,1398316,1210123,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869BNRDB.jpg,2020-03-23
B085YSK4WS,16.99,16.99,16.99,1303284.6666666667,1405671,1194214,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YSK4WS.jpg,2020-03-16
B0861X1S2D,18.99,18.99,18.99,1304882.888888889,1485152,1132638,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861X1S2D.jpg,2020-03-17
B085V44DNF,16.99,16.99,16.99,1304999.8,1390452,1222517,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V44DNF.jpg,2020-03-12
B085Y2FP4B,16.99,16.99,16.99,1307075.0,1476259,1118459,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y2FP4B.jpg,2020-03-15
B0862JHJZX,14.95,14.95,14.95,1307877.625,1396336,1195974,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862JHJZX.jpg,2020-03-18
B08653QBTM,13.49,13.49,13.49,1309189.5,1434296,1157336,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08653QBTM.jpg,2020-03-19
B085XV91M7,16.99,16.99,16.99,1309949.2857142857,1449094,1101266,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XV91M7.jpg,2020-03-15
B08697HB79,13.49,13.49,13.49,1312062.7499999998,1370890,1250688,3.125,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08697HB79.jpg,2020-03-23
B0866MMP84,16.99,16.99,16.99,1312565.8750000002,1437055,1161674,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866MMP84.jpg,2020-03-20
B08684L9LJ,14.95,14.95,14.95,1315633.625,1404104,1202091,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08684L9LJ.jpg,2020-03-22
B0862B97SB,18.49,18.49,18.49,1318348.5,1426549,1206404,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862B97SB.jpg,2020-03-18
B085XKPRD6,16.99,16.99,16.99,1320137.6666666667,1422986,1209953,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XKPRD6.jpg,2020-03-15
B0864K2PBD,17.98,17.98,17.98,1321743.125,1485346,1132796,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864K2PBD.jpg,2020-03-19
B08699LGQ7,19.99,19.99,19.99,1325082.4,1421232,1231314,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08699LGQ7.jpg,2020-03-23
B085YVVFYS,19.99,19.99,19.99,1328247.625,1457416,1178057,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YVVFYS.jpg,2020-03-16
B085Z1D1M2,19.49,19.49,19.49,1330365.0,1386775,1266469,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z1D1M2.jpg,2020-03-16
B085YL7C1D,19.98,19.98,19.98,1330994.375,1527302,1169434,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YL7C1D.jpg,2020-03-16
B085Y23FWZ,13.99,13.99,13.99,1338138.6,1429880,1246637,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y23FWZ.jpg,2020-03-15
B086C2CRYZ,14.99,14.99,14.99,1340802.875,1518785,1146843,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086C2CRYZ.jpg,2020-03-25
B0867ZP8S4,16.95,16.95,16.95,1341845.375,1508347,1148709,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867ZP8S4.jpg,2020-03-21
B0868264DD,17.99,17.99,17.99,1344437.25,1426394,1235016,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868264DD.jpg,2020-03-21
B0861Y17RB,17.95,17.95,17.95,1345311.5000000002,1467209,1194548,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861Y17RB.jpg,2020-03-17
B086CS9YHT,16.616666666666667,19.95,14.95,1345600.8333333335,1449954,1226544,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CS9YHT.jpg,2020-03-25
B085YTBJKW,14.99,14.99,14.99,1346382.875,1510763,1154881,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YTBJKW.jpg,2020-03-16
B085XZ4ST2,17.89,17.89,17.89,1346553.8333333333,1402046,1285077,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XZ4ST2.jpg,2020-03-15
B085TX6388,16.49,16.49,16.49,1347058.4,1433001,1262367,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TX6388.jpg,2020-03-12
B086CV4YH5,18.99,18.99,18.99,1347226.111111111,1526329,1164408,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CV4YH5.jpg,2020-03-25
B085XYQK4K,13.99,13.99,13.99,1348973.375,1524369,1155696,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XYQK4K.jpg,2020-03-15
B0869HBBMX,17.99,17.99,17.99,1349335.0,2579416,104742,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869HBBMX.jpg,2020-03-24
B0868D1FXY,13.99,13.99,13.99,1350542.5555555555,1535281,1165612,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868D1FXY.jpg,2020-03-22
B086CL4MF9,17.99,17.99,17.99,1351788.0,1402029,1288445,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CL4MF9.jpg,2020-03-25
B086B2YBSV,17.49,17.49,17.49,1352744.5,1429523,1261412,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086B2YBSV.jpg,2020-03-24
B0866LZ6MK,19.95,19.95,19.95,1352957.375,1433624,1247582,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866LZ6MK.jpg,2020-03-20
B0865R821C,19.99,19.99,19.99,1354702.6666666667,1464631,1242078,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865R821C.jpg,2020-03-20
B0868H9B2X,17.99,17.99,17.99,1354798.6250000002,1480230,1202736,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868H9B2X.jpg,2020-03-22
B085XDXX48,16.95,16.95,16.95,1355007.3333333333,1458334,1243166,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XDXX48.jpg,2020-03-14
B085V9VSML,15.99,15.99,15.99,1357249.3333333335,1467199,1244564,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V9VSML.jpg,2020-03-12
B085Y2XTSW,14.49,14.49,14.49,1357437.125,1478047,1207249,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y2XTSW.jpg,2020-03-15
B086CBVSZB,14.156666666666666,14.99,13.99,1358699.0,1474225,1237771,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CBVSZB.jpg,2020-03-25
B085WRF3L3,16.99,16.99,16.99,1363584.0,1428884,1298716,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WRF3L3.jpg,2020-03-13
B08663VR4W,19.99,19.99,19.99,1364604.6666666667,1389497,1333332,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08663VR4W.jpg,2020-03-20
B0866BVRL5,14.95,14.95,14.95,1365096.75,1444936,1260647,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866BVRL5.jpg,2020-03-20
B085WPKRTJ,16.96,16.96,16.96,1366633.8,1369868,1362086,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WPKRTJ.jpg,2020-03-13
B0862448B8,13.3,13.3,13.3,1370355.375,1410558,1314323,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862448B8.jpg,2020-03-18
B0866PD4YF,18.99,18.99,18.99,1375965.6666666667,1480166,1263729,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866PD4YF.jpg,2020-03-20
B0864LRNRM,19.99,19.99,19.99,1376549.375,1456137,1275067,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864LRNRM.jpg,2020-03-19
B085SQPYGR,17.99,17.99,17.99,1377627.6,1416533,1332747,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SQPYGR.jpg,2020-03-11
B0869FTF1N,17.99,17.99,17.99,1378487.3333333335,1491427,1258482,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869FTF1N.jpg,2020-03-23
B0868DM6VT,16.99,16.99,16.99,1381583.5,1501342,1231452,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868DM6VT.jpg,2020-03-22
B0868TWRR1,19.99,19.99,19.99,1381773.4444444445,1561615,1196240,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868TWRR1.jpg,2020-03-23
B0869FR2L3,17.99,17.99,17.99,1381877.5555555555,1568928,1196005,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869FR2L3.jpg,2020-03-23
B0865PKQHZ,19.99,19.99,19.99,1382483.125,1556440,1188905,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865PKQHZ.jpg,2020-03-20
B0864KGCPC,14.99,14.99,14.99,1382753.5,1456948,1282408,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864KGCPC.jpg,2020-03-19
B086994TR1,17.5,17.5,17.5,1384210.3750000002,1527121,1252679,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086994TR1.jpg,2020-03-23
B085S9ZHYT,16.99,16.99,16.99,1384386.6,1470535,1298130,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085S9ZHYT.jpg,2020-03-11
B085ZB4KJ2,16.99,16.99,16.99,1386315.7142857143,1573795,1204409,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085ZB4KJ2.jpg,2020-03-16
B0861SNXSB,14.99,14.99,14.99,1386524.6250000002,1559752,1191950,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861SNXSB.jpg,2020-03-17
B0867ZX46S,15.9,15.9,15.9,1388101.0,1466816,1303448,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867ZX46S.jpg,2020-03-21
B085Z4P2CM,16.99,16.99,16.99,1389731.5,1515194,1241419,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z4P2CM.jpg,2020-03-16
B085Z22RFM,16.99,16.99,16.99,1392605.25,1565594,1197179,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z22RFM.jpg,2020-03-16
B0866N435R,15.49,15.49,15.49,1392829.4,1485885,1299621,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866N435R.jpg,2020-03-20
B08686H1NC,14.95,14.95,14.95,1393691.2857142857,2013325,98759,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08686H1NC.jpg,2020-03-22
B085T4J3KN,17.99,17.99,17.99,1394816.3333333333,1473596,1308610,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T4J3KN.jpg,2020-03-11
B08682TDWG,13.95,13.95,13.95,1397750.625,1573422,1199870,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08682TDWG.jpg,2020-03-21
B085XHJR5F,13.95,13.95,13.95,1397904.25,1570598,1205805,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XHJR5F.jpg,2020-03-14
B0865SCCDH,15.99,15.99,15.99,1400555.1250000002,1525523,1253443,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865SCCDH.jpg,2020-03-19
B085YTNFX5,14.99,14.99,14.99,1400964.5,1474572,1304842,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YTNFX5.jpg,2020-03-16
B086CT5CC1,17.49,17.49,17.49,1406713.5,1525052,1283872,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CT5CC1.jpg,2020-03-25
B0866TVJ25,15.92,15.92,15.92,1407115.625,1576386,1209484,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866TVJ25.jpg,2020-03-20
B085Z3LHR9,16.99,16.99,16.99,1409489.625,1583262,1212926,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z3LHR9.jpg,2020-03-16
